"train/epoch","Qwen/Qwen3-32B-low-format - _step","Qwen/Qwen3-32B-low-format - _step__MIN","Qwen/Qwen3-32B-low-format - _step__MAX","Qwen/Qwen3-32B-low-format - train/rewards/reward_no_rule_crossing/mean","Qwen/Qwen3-32B-low-format - train/rewards/reward_no_rule_crossing/mean__MIN","Qwen/Qwen3-32B-low-format - train/rewards/reward_no_rule_crossing/mean__MAX","Qwen/Qwen3-14B-low-format - _step","Qwen/Qwen3-14B-low-format - _step__MIN","Qwen/Qwen3-14B-low-format - _step__MAX","Qwen/Qwen3-14B-low-format - train/rewards/reward_no_rule_crossing/mean","Qwen/Qwen3-14B-low-format - train/rewards/reward_no_rule_crossing/mean__MIN","Qwen/Qwen3-14B-low-format - train/rewards/reward_no_rule_crossing/mean__MAX","Qwen/Qwen3-0.6B-low-format - _step","Qwen/Qwen3-0.6B-low-format - _step__MIN","Qwen/Qwen3-0.6B-low-format - _step__MAX","Qwen/Qwen3-0.6B-low-format - train/rewards/reward_no_rule_crossing/mean","Qwen/Qwen3-0.6B-low-format - train/rewards/reward_no_rule_crossing/mean__MIN","Qwen/Qwen3-0.6B-low-format - train/rewards/reward_no_rule_crossing/mean__MAX","Qwen/Qwen3-4B-low-format - _step","Qwen/Qwen3-4B-low-format - _step__MIN","Qwen/Qwen3-4B-low-format - _step__MAX","Qwen/Qwen3-4B-low-format - train/rewards/reward_no_rule_crossing/mean","Qwen/Qwen3-4B-low-format - train/rewards/reward_no_rule_crossing/mean__MIN","Qwen/Qwen3-4B-low-format - train/rewards/reward_no_rule_crossing/mean__MAX","Qwen/Qwen3-32B - _step","Qwen/Qwen3-32B - _step__MIN","Qwen/Qwen3-32B - _step__MAX","Qwen/Qwen3-32B - train/rewards/reward_no_rule_crossing/mean","Qwen/Qwen3-32B - train/rewards/reward_no_rule_crossing/mean__MIN","Qwen/Qwen3-32B - train/rewards/reward_no_rule_crossing/mean__MAX","Qwen/Qwen3-14B - _step","Qwen/Qwen3-14B - _step__MIN","Qwen/Qwen3-14B - _step__MAX","Qwen/Qwen3-14B - train/rewards/reward_no_rule_crossing/mean","Qwen/Qwen3-14B - train/rewards/reward_no_rule_crossing/mean__MIN","Qwen/Qwen3-14B - train/rewards/reward_no_rule_crossing/mean__MAX","Qwen/Qwen3-4B - _step","Qwen/Qwen3-4B - _step__MIN","Qwen/Qwen3-4B - _step__MAX","Qwen/Qwen3-4B - train/rewards/reward_no_rule_crossing/mean","Qwen/Qwen3-4B - train/rewards/reward_no_rule_crossing/mean__MIN","Qwen/Qwen3-4B - train/rewards/reward_no_rule_crossing/mean__MAX","Qwen/Qwen3-0.6B - _step","Qwen/Qwen3-0.6B - _step__MIN","Qwen/Qwen3-0.6B - _step__MAX","Qwen/Qwen3-0.6B - train/rewards/reward_no_rule_crossing/mean","Qwen/Qwen3-0.6B - train/rewards/reward_no_rule_crossing/mean__MIN","Qwen/Qwen3-0.6B - train/rewards/reward_no_rule_crossing/mean__MAX"
"3.76","","","","","","","12313","12313","12313","0.9","0.9","0.9","24627","24627","24627","0.95","0.95","0.95","24627","24627","24627","0.95","0.95","0.95","","","","","","","12313","12313","12313","0.8875","0.8875","0.8875","24627","24627","24627","1","1","1","24627","24627","24627","0.925","0.925","0.925"
"3.7800000000000002","","","","","","","","","","","","","24758","24758","24758","0.65","0.65","0.65","24758","24758","24758","0.95","0.95","0.95","","","","","","","","","","","","","24758","24758","24758","0.975","0.975","0.975","24758","24758","24758","0.75","0.75","0.75"
"3.7904191616766467","8252","8252","8252","0.9000000059604645","0.9000000059604645","0.9000000059604645","","","","","","","","","","","","","","","","","","","8252","8252","8252","0.85","0.85","0.85","","","","","","","","","","","","","","","","","",""
"3.8","","","","","","","12444","12444","12444","0.7875","0.7875","0.7875","24889","24889","24889","0.625","0.625","0.625","24889","24889","24889","0.9","0.9","0.9","","","","","","","12444","12444","12444","0.925","0.925","0.925","24889","24889","24889","0.95","0.95","0.95","24889","24889","24889","0.825","0.825","0.825"
"3.82","","","","","","","","","","","","","25020","25020","25020","0.85","0.85","0.85","25020","25020","25020","0.8","0.8","0.8","","","","","","","","","","","","","25020","25020","25020","0.975","0.975","0.975","25020","25020","25020","0.8","0.8","0.8"
"3.84","","","","","","","12575","12575","12575","0.8875","0.8875","0.8875","25151","25151","25151","0.825","0.825","0.825","25151","25151","25151","0.975","0.975","0.975","","","","","","","12575","12575","12575","0.9125","0.9125","0.9125","25151","25151","25151","1","1","1","25151","25151","25151","0.775","0.775","0.775"
"3.8502994011976046","8383","8383","8383","0.741666667163372","0.741666667163372","0.741666667163372","","","","","","","","","","","","","","","","","","","8383","8383","8383","0.8416666746139526","0.8416666746139526","0.8416666746139526","","","","","","","","","","","","","","","","","",""
"3.86","","","","","","","","","","","","","25282","25282","25282","0.85","0.85","0.85","25282","25282","25282","0.9","0.9","0.9","","","","","","","","","","","","","25282","25282","25282","0.975","0.975","0.975","25282","25282","25282","0.925","0.925","0.925"
"3.88","","","","","","","12706","12706","12706","0.8375","0.8375","0.8375","25413","25413","25413","0.875","0.875","0.875","25413","25413","25413","0.975","0.975","0.975","","","","","","","12706","12706","12706","0.925","0.925","0.925","25413","25413","25413","1","1","1","25413","25413","25413","0.825","0.825","0.825"
"3.9","","","","","","","","","","","","","25544","25544","25544","0.725","0.725","0.725","25544","25544","25544","0.975","0.975","0.975","","","","","","","","","","","","","25544","25544","25544","1","1","1","25544","25544","25544","0.825","0.825","0.825"
"3.910179640718563","8514","8514","8514","0.8833333373069763","0.8833333373069763","0.8833333373069763","","","","","","","","","","","","","","","","","","","8514","8514","8514","0.9083333432674408","0.9083333432674408","0.9083333432674408","","","","","","","","","","","","","","","","","",""
"3.92","","","","","","","12837","12837","12837","0.8375","0.8375","0.8375","25675","25675","25675","0.9","0.9","0.9","25675","25675","25675","0.9","0.9","0.9","","","","","","","12837","12837","12837","0.9875","0.9875","0.9875","25675","25675","25675","1","1","1","25675","25675","25675","0.9","0.9","0.9"
"3.94","","","","","","","","","","","","","25806","25806","25806","0.825","0.825","0.825","25806","25806","25806","0.875","0.875","0.875","","","","","","","","","","","","","25806","25806","25806","0.975","0.975","0.975","25806","25806","25806","0.925","0.925","0.925"
"3.96","","","","","","","12968","12968","12968","0.9125","0.9125","0.9125","25937","25937","25937","0.95","0.95","0.95","25937","25937","25937","0.875","0.875","0.875","","","","","","","12968","12968","12968","0.9625","0.9625","0.9625","25937","25937","25937","1","1","1","25937","25937","25937","0.825","0.825","0.825"
"3.970059880239521","8645","8645","8645","0.9000000119209289","0.9000000119209289","0.9000000119209289","","","","","","","","","","","","","","","","","","","8645","8645","8645","0.8750000059604645","0.8750000059604645","0.8750000059604645","","","","","","","","","","","","","","","","","",""
"3.98","","","","","","","","","","","","","26068","26068","26068","0.675","0.675","0.675","26068","26068","26068","0.875","0.875","0.875","","","","","","","","","","","","","26068","26068","26068","0.975","0.975","0.975","26068","26068","26068","0.65","0.65","0.65"
"3.9940119760479043","8698","8698","8698","0.500000013038516","0.500000013038516","0.500000013038516","","","","","","","","","","","","","","","","","","","8698","8698","8698","0.7083333358168602","0.7083333358168602","0.7083333358168602","","","","","","","","","","","","","","","","","",""
"4","","","","","","","13099","13099","13099","0.75","0.75","0.75","26199","26199","26199","0.525","0.525","0.525","26199","26199","26199","0.65","0.65","0.65","","","","","","","13099","13099","13099","0.8375","0.8375","0.8375","26199","26199","26199","0.825","0.825","0.825","26199","26199","26199","0.55","0.55","0.55"
